gx,gy,gz,ax,ay,az,label
-13656488,356488536,12664123,-21606446,-11401367,9777832,1
22137404,-48320612,-41351148,-14282226,-12451172,9494629,1
15473283,-171755732,-37809164,-1628418,3737793,890625,1
58702292,13992367,4210687,-3371582,3791504,8015137,1
20610688,21984732,4480916,-16064453,-24291992,11704102,1
32748092,-20969466,-27038168,-10473633,-12207031,8952637,1
2032061,8541985,-228015268,-16748047,43969728,8117676,1
16793894,68396948,4848855,-27783204,29101562,96362308,1
-2425191,52671752,86259544,-13012696,539550768,8503418,1
33816792,-4854962,-41137404,-1586914,91552732,9614258,1
22671756,-20839694,8206107,-14575196,6040039,917968736,1
-32862596,5778626,39419844,-4321289,44921876,43432616,1
687022932,-10305344,-14832061,-12207031,-22387696,11430664,1
10122137,-1732061,-49847324,-7861328,24072266,60180664,1
-10885496,28396948,-9236641,-119384768,230957032,7937012,1
-2019084,-11648855,33687024,-13061524,1784668,6447754,1
32442748,-6885496,-33519084,-18554688,-19506836,10344238,1
45496184,-14641221,-10984733,-10864258,3635254,94873048,1
-14328244,11282443,17358778,-21704102,28442384,98706056,1
-16832062,-50992364,-773282436,-17333984,-174804684,10681152,1
-65038168,-19038168,-2151145,-1274414,214843736,7697754,1
412213736,-20977098,15839695,-18847656,453369136,873291,1
-2067939,-17305344,32030532,-103027348,2097168,9589844,1
-20450382,-4076336,-40076336,383300768,-19702148,10878906,1
-1848855,-54351144,-34519084,-539550768,-16967774,6916504,1
79770992,-11076336,15725191,-26123046,3623047,1059082,1
30832062,29778626,40290076,-57861328,27124024,99121096,1
4740458,12137405,15534351,-12988281,-21704102,8203125,1
8664123,-4683206,-31305344,-1928711,23413086,10041504,1
5020611,-11770992,18770992,12963867,63500976,961181632,1
32862596,15946565,3132061,-23242188,75927736,929931664,1
48648852,-40717556,-26305344,-78125,-52734376,71972652,1
-2308397,619084,-31221372,-2758789,5637207,824218736,1
-36648852,15977099,42015268,45410156,4716797,93774416,1
-142595432,28137406,32427484,-20263672,33984376,73828125,1
3282443,14832061,-34198476,-21020508,16040039,9707031,1
12137405,-10961832,-9282443,-26635742,57177732,7001953,1
-42755724,429771,6082443,-2902832,396484384,85595704,1
-13442748,24877862,-25877862,-13232422,-20239258,10756836,1
-7570992,-13954199,-6608397,-18554688,1850586,10651856,1
-2187023,-18595418,19335878,-18481446,38012696,11994629,1
18862594,5801527,22862594,12841797,-5998535,92041016,1
-18053434,53435116,-50290076,-11694336,-28198242,858398464,1
-31656488,-1748855,78221376,-31982422,79003908,-3251953,1
58244276,24030534,62091604,5029297,-5048828,375,1
-53206104,4083206,-5183206,-44433592,-48583984,704101568,1
25122138,37664124,-29717558,-9643555,-12036133,943115264,1
24793894,-19213742,5912214,-191894532,-6225586,11411133,1
28419848,12931297,35267176,-2734375,-6105957,6921387,1
23900762,69389316,-51419844,-18310546,-17114258,7722168,1
17465648,1761832,-69160308,-1940918,28442384,89208984,1
-8910687,-4149618,53267172,-19506836,28808594,44189452,1
7703817,114198472,45129772,-57617188,-399414036,10688476,1
3448855,-16160305,-3310687,63476564,115722652,65600584,1
4412214,1648855,629771,-6689453,2685547,7536621,1
-13503817,4308397,6129771,-14282226,2644043,98828125,1
-9030535,-31656488,3279389,-13256836,-2055664,13132324,1
-15870229,-2067939,-628854968,-8325195,18847656,81347656,1
-194656492,10587787,60152676,-50048828,5515137,10234375,1
-20045802,1767939,7033588,-10546875,9838867,92456056,1
21450382,11564885,122595416,-11621094,-529541,94140624,1
-58015264,-42519084,-57267172,-79833984,15478516,62475584,1
-13290076,-7374046,-48015264,-461425784,39575196,9848633,1
-2606107,-8022901,5459542,-99121096,32763672,9375,1
-31603052,20648856,43610688,-1730957,-4182129,87280268,1
8633588,55343512,-4451145,-12011719,21240234,9555664,1
270229,8167939,-17038168,-8691406,29296876,8544922,1
-19068702,4152672,37374048,-13134766,40112304,58935544,1
-9847328,3885496,-365648868,-949707,-61621092,921875,1
54190836,1976336,-61870228,-111328132,-60058592,871582032,1
11366412,60305344,-25419848,-8496094,45043944,89501952,1
9160305,11877863,29366414,-114990232,-8056641,8071289,1
32824428,18091604,-16099238,-17871094,-4428711,98168948,1
529771,-30015266,-40137404,-14038086,11254883,9226074,1
21877862,11832061,-76412216,-8325195,5085449,7663574,1
-2389313,19526718,27770992,-1303711,14794922,75927736,1
-32137404,11992367,57938932,-59570312,-44335938,9658203,1
61679388,-13358779,-6176336,-15576172,-91308592,7866211,1
46183204,30305342,38549616,-19580078,26123048,11247558,1
-20656488,25038168,-7664122,-16137696,-27514648,10471192,1
26412212,480916,-33038166,-5126953,-28564452,10332031,1
13488549,8244275,-320229,-14794922,175537108,90722652,1
1770229,1361832,40839696,-8520508,246093744,7084961,1
-37748092,-17969466,-9801527,-8276367,-25805664,10544434,1
-46564884,-28038168,-45969468,-60546876,8154297,10551758,1
17877862,19770992,20992368,-19799804,42236328,9555664,1
71603052,-1129771,45480916,-9033203,-3857422,11152344,1
25801528,60534352,-43305344,8056641,-16259766,6948242,1
-2187023,-14167939,-51160304,-61523436,20996094,74902344,1
-15267176,4221374,33351148,-18017578,444824232,963134768,1
-26671754,-25496184,5893893,-2734375,27539062,5522461,1
5970229,7019847,-4249618,-5810547,-20092774,7783203,1
-1808397,9977099,-7371756,-13793946,28588868,6801758,1
-4038168,-32870228,48312976,-2055664,43359376,6965332,1
19603054,234427484,3850382,-33691408,-28222656,952148432,1
2667939,-244274816,-71419848,-24414062,-31689452,707031236,1
9122137,11564885,-12045801,-16723633,342041032,6296387,1
15335877,5172519,34221376,-190673832,29882812,80737304,1
12969465,25038168,-3648855,40283204,-22705078,9711914,1
-50458016,-528854968,-77557256,1418457,-23388672,6621094,10
21450382,4325954,1848855,21118164,-13476562,6213379,10
7551908,11862596,16259542,-11206055,-20288086,14562988,10
-54862596,-8321374,-10351145,9643555,-38842772,74731448,10
-13671756,18290078,17709922,2927246,-1730957,11767578,10
8232061,2287023,-35419848,-690918,-21679688,15112305,10
-13452672,-879313,-22335878,-26855468,-1105957,10991211,10
-17091602,-270229,27343512,28808594,-29467772,24243164,10
8865649,5846565,27534352,-8618164,-24414062,1628418,10
-6983206,-759313,-59389316,-26611328,-8911133,8654785,10
-20954198,-61679388,16274808,25756836,-17773438,3486328,10
9757252,57694656,12427481,-59326172,-20043946,13449707,10
-18580152,-43931296,-6328244,-63476564,-25463868,10610352,10
14732824,55587788,21847328,13110352,-13867188,42700196,10
-20992368,-1278626,-16358778,-12866211,-27783204,14584961,10
-5034351,-88145032,-59748092,182861332,-18115234,717285168,10
8159542,1360458,26167938,122802732,-5578613,6064453,10
-27015266,-1710687,-10709924,-4345703,-14233398,12966308,10
-6880916,-7865649,-54290076,36132812,-18603516,9074707,10
-24206106,-13740458,1980916,34936524,-1953125,7006836,10
4770229,3955725,14984733,-6567383,-16723633,13012695,10
-38374048,-6851908,-19259542,3881836,-27075196,10339356,10
-27312976,-41603056,79541984,2697754,-16430664,1694336,10
114778624,7283206,-95801528,-1640625,29785156,12697754,10
-43717556,-8099236,-115801528,-1586914,-24853516,829834,10
8603053,28625954,17259542,26342772,-55664064,47973632,10
-33755724,-5127481,14045801,17089844,-34057616,11103516,10
-6376336,-729771,-17183206,1665039,-3630371,7297363,10
-1459542,1121374,-70,2692871,-13208008,32739258,10
305572516,25167938,-9160305,5126953,-52075196,13520508,10
793893168,-23328246,-13160305,191406252,-11352539,47094728,10
17992366,41412212,15793893,1508789,-21850586,6455078,10
11282443,29374046,21770992,-5029297,-3708496,954834,10
-48755724,-49099236,-39305344,19384766,-27954102,7307129,10
15517556,16914504,32549616,-114990232,-246582032,9741211,10
-64854968,-10319847,-21755726,146484368,-2998047,85595704,10
-6152672,-13244275,-329771,26245116,-27075196,53344724,10
74854968,4551145,42900764,-115722652,-793457,16262207,10
-4512214,-69816792,-14351145,11645508,-11254883,7937012,10
2512977,649771,20351144,18823242,-39916992,7248535,10
5314504,56748092,60076336,-3491211,-2043457,13066406,10
-45694656,-72175576,-3967939,20214844,-14575196,5432129,10
20389312,6732825,2006107,21801758,-34936524,7089844,10
2870229,20832062,-9396947,-43701172,-2434082,14614258,10
7236641,-7287023,-10274809,28881836,-11767578,1328125,10
6229771,7467175,480916032,68847656,-766601536,12592774,10
-34549616,-63053436,-10877863,64453124,-215087884,11210938,10
-27267176,-10183207,5221374,31152344,-1394043,61157224,10
-2610687,377099232,-15526717,-29785156,-4638672,16533203,10
-22389312,-623969468,-3221374,19555664,-1887207,6887207,10
20549618,54717556,758015236,21362304,-25854492,8659668,10
-458854968,-6621374,-3480916,-732421868,-28808594,11401367,10
-35221376,-4493893,-60610684,32128906,7080078,422607432,10
55664124,9303817,-7557252,10668945,-16015625,8129883,10
3383206,-13755725,18213742,-40527344,9106445,13813476,10
19259542,-22206106,-8290076,1809082,-7495117,8696289,10
-265572516,6729008,-9816793,23608398,-84228516,336914036,10
9694656,-759542,2351145,-123046872,375732432,14594726,10
-6843511,-8470992,27099238,2878418,-114990232,40722656,10
8312977,5944275,-10877863,36083984,-20117188,5439453,10
6764886,37992368,7664122,-554199232,3395996,15458984,10
51564884,-7412214,11030535,2800293,7006836,7963867,10
-12549619,3593893,-24580152,21582031,12841797,10161133,10
-12683206,-57816796,-10007633,703125,-24121094,-38916016,10
-999313,-8668702,-11152672,3857422,183105468,12106934,10
-4282443,-14145039,-19404582,239013668,24951172,10058594,10
7876336,6387786,-13076336,-40283204,-847168,12624512,10
-81778624,-108183208,-58015264,-78125,17919922,945068336,10
-2689313,-3931298,779389336,36547852,-6689453,58081052,10
8856489,7042748,29160306,49072264,-52734376,8183594,10
-3632061,-44244276,21755726,-29296875,22583008,11452637,10
-48190836,-7541222,-7778626,2133789,-1328125,7651367,10
63053436,99061064,480916,1105957,32714844,7312012,10
-458854968,-6835114,-53435112,-546875,75683592,12099609,10
-56053436,-51923664,-10343512,3088379,-253906252,7871094,10
3393893,6161832,-60992364,14428711,-9301758,6418457,10
62099236,7871756,53129772,-23925782,-2368164,14772949,10
-32961834,-9501527,-51679388,8081055,-53466796,9074707,10
29122138,7669466,6183206,22094726,16357422,40625,10
-29534352,-3108397,-19770992,-15942383,10205078,16166992,10
-4091603,-46541984,-25396946,33618164,-47851564,5595703,10
62267172,65091608,30687022,16186524,-3930664,482666016,10
-7361069,-9696947,30648856,-36132812,-8984375,1510498,10
-28816794,-15885496,-55343512,3947754,31738282,2019043,10
8389313,26885496,-362595432,-68847656,48828124,12856445,10
-37076336,-6635878,-18351144,239257808,-123291016,59936524,10
10751908,112381672,13938931,-21972656,-3466797,13005371,10
-4127481,-6548092,4274809,64697268,0,9902344,10
-2074809,1889313,127786252,3166504,-20922852,6491699,10
6116794,8464886,1278626,-29296875,-26831056,9980469,10
-2357252,-920,-1693893,27368164,-33520508,5698242,10
12671756,7172519,18847328,23168946,-14331054,77856448,10
56106872,-11496183,2335878,-5078125,-5859375,12536621,10
-29595418,-23389312,-2480916,22924804,-16308594,62646484,10
72748092,53511452,-14045801,-6347656,-390625,14226074,10
-6393893,-7048855,-11664123,19750976,-14819336,7404785,10
16351144,406030536,92213748,222412116,-16137696,8078613,10
-11358779,-1829771,9160305,-6616211,5029297,1232666,10
-4415267,-51221376,-8664123,32543944,-14379883,5654297,10
14361068,16874046,53129772,-234375,8618164,10593262,10
-7874809,-869771,11068702,-12451172,-75683592,10471192,10
-8335877,-2038168,9236641,33129884,-20385742,4802246,10
117816792,9605344,6412214,-19458008,104003908,16374512,10
-54190836,-7629771,-9251908,190917968,-7836914,52978516,10
32564884,57458016,10358779,2705078,-25439452,56152344,10
3783206,33244276,-363358768,-15136719,30273438,15202637,10
-9563359,-8940458,-15770992,114746092,-14990234,7380371,10
-29740458,-12122137,3740458,3347168,-1586914,34765624,10
11348855,12756489,37748092,-49560548,-27832032,11054688,10
-8171756,-9056489,-11167939,-1977539,-3515625,10432129,10
-35351148,-3270229,-15488549,32885742,-44677736,2705078,10
9898473,11162595,11160305,26611328,-7885742,11203613,10
-45564884,-44717556,51374044,-8203125,-17114258,12966308,10
-41076336,-7570992,-32587788,25585938,-2590332,3474121,10
54412212,10078626,17610688,1081543,71777348,46069336,10
-7319847,-8939695,13717557,-1303711,-1472168,16027832,10
-19343512,-3782443,-40,392333984,-23339844,344482432,10
105259544,16514504,4916794,-183349616,214111332,17434082,10
-16382444,-17830534,-41129772,4638672,-222412116,72094728,10
28832062,7168702,25526718,3659668,-22485352,29541016,10
-6680153,-10187023,-37633588,-1538086,14160156,11982422,10
-21450382,-47290076,-52900764,33911132,-2631836,44458008,10
13754199,13054199,4289313,-64208984,-4650879,1999939,10
-7767175,-9768702,-34580152,1496582,-13500976,7558594,10
3923664,19389312,-14198474,42333984,-19335938,23486328,10
-10022901,20152672,22564886,-7885742,-16357422,83935544,10
-43198476,-8031298,-2667939,32836914,-3383789,25683594,10
9827481,96419848,2142748,-6323242,-106933592,11704102,10
-50580156,-8719084,354961832,-1953125,7739258,11447754,10
-15297709,120,74961832,35498048,-223144532,52490236,10
28374046,22404582,15534351,-7104492,-4638672,9494629,10
-12435115,-50732828,-16526718,16967774,-20581054,75683592,10
2606107,55671756,765648836,15454102,-26416016,4296875,10
-24854962,-23984734,-40458016,-13671875,51757812,13728027,10
-20725192,-14656489,-60992364,2397461,-3515625,22143554,10
1761832,23206108,-8129771,-21801758,-1953125,17180176,10
-24137406,43053436,-38351148,3269043,-6335449,-15380859,10
-45129772,-12601527,178625952,-2043457,-1105957,14484863,10
14847328,-5789313,-5259542,-8276367,-40063476,9902344,10
-18305344,-86145032,-1908397,208007816,-23657226,5891113,10
6832061,68908392,26335878,49560548,-21972656,9748535,10
-6642748,-6424428,11061069,99121096,14892578,6635742,10
4449618,6632061,-14961832,1706543,-239257808,87939452,10
-120992368,-5814504,3870229,-46875,-2734375,14057617,10
-24015266,-75648856,-11167939,3798828,-13891602,39404296,10
12689313,17215266,19290078,-20776367,198730468,13798828,10
-5561832,-7947328,-16450382,119384768,-53710936,8522949,10
428854968,8610687,13625955,1743164,-2614746,48535156,10
-45160304,-49007632,-65648852,-45898436,-72753908,10344238,10
-59564884,-35648852,51679388,2590332,-25952148,5666504,10
48709924,59282444,13389313,1459961,-6640625,8718262,10
-38687024,-57862596,-10335877,-45166016,12451172,13305664,10
-1776336,-20351144,-8137404,388916,-3010254,396484384,10
8294656,4383206,17328246,26855468,-5493164,11726074,10
-2676336,-5450382,-7366412,30444336,-690918,60839844,10
-9198473,400229,9435115,41992188,-28686524,27416992,10
2948855,5517557,-24122138,-6323242,-366210936,13447266,10
-7925191,-811145,-3740458,2590332,-12915039,65112304,10
431145032,10439695,-16175574,28271484,-18017578,5480957,10
11282443,53969464,12343512,-45410156,-6640625,12641602,10
-25259542,-59862596,43129772,68359376,-119140624,9399414,10
49770992,-19022902,-16160305,2722168,43701172,98461912,10
13699237,1599084,43435116,47851564,-29052734,14931641,10
-51862596,-3835878,172519084,-107421868,53710936,11582031,10
-51312976,-6468702,9465649,29589844,-1303711,5029297,10
5738168,11526717,-48702292,15039062,-168457032,7006836,10
-7051145,-6234351,-4885496,-9765625,-61279296,13647461,10
-45129772,-7233588,-396946584,37231444,-406005868,704101568,10
7325191,13882444,-50458016,7446289,-16015625,7807617,10
-58374048,-63419844,-57099236,-61279296,-6713867,13859863,10
-54717556,-50053436,-8862596,37158204,-30493164,46606444,10
142771,17167938,729771,14892578,-24975586,8725586,10
-14664123,-1819084,-12442748,-22949218,48828124,12556152,10
-33419844,-21175574,-13167939,32861328,-32739258,6179199,10
52931296,11141222,780916,24658204,-6274414,9433594,10
-49549616,-50839696,-53206104,9423828,-1652832,9169922,10
15770992,-8267176,-97786252,35546876,-24267578,6010742,10
59007632,11975572,29519083,123291016,-2692871,64160156,10
-8387786,-94381672,-245190832,-175781252,-32470704,15166016,10
-35351148,-20549618,13954199,45532228,-11767578,140625,10
6416031,5351145,2561832,-49072264,-38745116,14006348,10
-37862596,-538854968,-11664123,14013672,-33618164,7763672,10
68015268,3365649,57862596,3088379,-343017568,4951172,10
7739695,5710687,14282443,-9790039,-20458984,13300781,10
-6442748,-96862592,-1725191,1418457,-15625,8796387,10
67709923,3042748,9236641,337402336,-2241211,515625,10
32221376,32267172,4854962,-14941406,-190917968,16008301,10
-51519084,-8891603,-540458,19580078,-27294922,67871096,10
1340458,5385496,19305344,3034668,-478027336,381835936,10
40839696,-21145038,-10534351,56640624,-14111328,12109375,10
-770992368,-28221374,-32824428,25512696,-52001952,99316408,10
31175574,8992367,345038168,25195312,-1904297,4165039,10
-31717558,-3378626,70,-16357422,-16064453,1135498,10
-40389312,-40870228,33587788,4699707,-3330078,53710936,10
1299313,9083969,3025191,48828124,-175781252,12272949,10
-124458016,-1389313,-11992367,1977539,34179688,6542969,10
-15320611,3572519,-50229008,49780272,-31591796,5444336,10
34282444,16206106,-15496184,4663086,118896488,14492188,10
-33091604,-6458778,2793893,33984376,-2998047,6813965,10
98419848,15831298,-9702291,14550781,53710936,12458496,10
-3446565,-3617557,-18534352,6689453,-461425784,12346192,10
-4576336,-4510687,-39847328,37353516,-38110352,4272461,10
9963359,11683206,1680916,253906252,-13842774,13500976,10
-36389312,-6816031,-49389316,7885742,-183349616,10288086,10
44503816,35755724,12374045,366210936,-3022461,5144043,10
-9757252,-818855,15053435,-12670898,-25390624,182617184,10
-453969468,-9466412,-10847328,28833008,-18237304,55688476,10
28114504,69938936,45648856,33569336,-32543944,5102539,10
58419844,93862592,-1140458,-12988281,15039062,1451416,10
-5532061,-8612214,-38625954,115234376,-1665039,838134768,10
1832061,2906107,-640458,3881836,-14038086,10668945,10
516030536,5035878,740458,-11279297,-9814453,16108398,10
-3291603,-62778624,3053435,12451172,-637207,97998052,10
30992366,6115267,36946564,34692384,-33984376,48217772,10
590,4444275,-34961832,16601562,-949707,12790527,10
-29603054,-6639695,-78625955,175781252,-115234376,12214356,10
-4076336,46870228,12152672,389892568,-36132812,3486328,10
498854968,6151145,-35877864,-18310546,-5834961,14179688,10
-53732828,-8979389,-1038168,75683592,-12988281,10786133,10
-3261832,-3614504,-3053435,40478516,-11425781,2734375,10
5520611,7912977,28854962,1928711,-12011719,13498535,10
-17725192,-54335876,-44732824,871582,-2512207,921875,10
-63053436,-25923664,-214427484,33007812,-24194336,64624024,10
710687,123862592,59923664,-795898436,-15429688,14128418,10
-690458,-11444275,-16694656,1303711,-16918946,89086916,10
-3816794,43282444,10564885,428222668,-23291016,20581054,10
36160304,4685496,-46488548,-48583984,63476564,15095215,10
-7735114,-12284733,-674809136,24731446,-15063476,49389648,10
5519084,11857252,7587786,33129884,-28930664,43164062,10
19862594,-8885496,21221372,-30761718,-111083984,16025391,10
-10267176,-7375572,-10503817,44799804,-36450196,70581052,10
86740456,25012978,14832061,-78125,-200195316,5661621,10
-4152672,-9315267,-69694652,107421868,-14086914,11945801,10
-43870228,-4938168,43129772,45532228,-234375,22705078,10
9361069,11874809,-356488536,8984375,-99609376,10463867,10
-13819084,-18767176,-18412214,61035156,-63964844,11386719,10
20458016,38068704,4587786,5119629,-3515625,3972168,10
5264122,29282442,12335877,4638672,-7470703,13696289,10
-47229008,-8131298,-67099236,25927734,-29638672,59228516,10
465648868,91496184,-6725191,37231444,-19555664,15429688,10
-74274808,-2508397,221374052,-29052734,-13110352,15322266,10
-4676336,-67862592,-2946565,39257812,-23364258,38745116,10
6560305,11253435,124198472,21655274,-31762696,7180176,10
-9948855,-115381672,-2057252,-17089844,-7788086,12653808,10
54198476,3820611,15351145,50878908,-32885742,14257812,10
3687023,-15427481,-62366416,-766601536,-14331054,16850586,10
-19099238,-18076336,-5221374,4404297,-24169922,3474121,10
53549616,43251908,10152672,1303711,-32348632,9873047,10
-9084733,-10224428,-421145032,-10839844,-952148432,12712402,10
15267176,-329771,-56946564,47436524,-4091797,27319336,10
29664122,60244276,-3351145,-8129883,-36376952,12451172,10
-9568702,-176442752,-17206106,19799804,-32763672,75634768,10
42824424,7564886,16503816,484375,-29077148,14624024,10
-16076336,-6159542,13938931,-11621094,-1459961,13552246,10
-6854962,-4767939,-8633588,36987304,-14379883,68774416,10
7335114,9083206,92213748,-1027832,-2006836,15925293,10
100,-4553435,-79694652,207519532,-2841797,8208008,10
57633584,27312976,921374,22973633,-8569336,7751465,10
1667939,25473282,-40610684,9765625,-1105957,12253418,10
-12229008,-45541984,41755724,10253906,-30664062,90234376,10
-41412212,-8126717,20114504,3227539,-14404297,64941408,10
22259542,9846565,19694656,191894532,43945312,6152344,10
-19732824,-429771,9641221,-10180664,-366210936,1418457,10
-31755726,-6443511,-39389312,3359375,-22729492,2626953,10
5617557,10051908,-16030534,10009766,-12719726,12246094,10
-3414504,-42091604,-10541985,-8056641,-12036133,1119873,10
39389312,-14465649,-29389312,237304684,-29833984,7084961,10
-54732824,11794656,-2712977,2277832,-3100586,213867184,10
66564884,-16969466,9854961,-1027832,15625,16992188,10
9297709,-8603053,13351145,3293457,-14111328,6154785,10
36900764,7621374,-16267176,12939453,-44189452,88427736,10
-104419848,-6773283,5954198,-6591797,-13305664,12480469,10
-26770992,-32366412,10748092,43896484,-24902344,24829102,10
14782444,22796184,12694656,-20898438,-5834961,15603027,10
-7252672,-10455725,-45343512,34179688,-99853512,9975586,10
-1278626,-13129771,77557256,37280272,-23706054,50512696,10
4382443,669771,13473283,13842774,-107177736,10390625,10
-4023664,-47625952,-10335877,115478516,-15820312,10158692,10
-77557256,-22519084,-55801524,38720704,-1743164,38256836,10
42160304,769313,57557252,1015625,-23632812,1302002,10
-36267172,-8423664,8519084,7348633,9082031,11694336,10
3832061,24114504,34885496,4519043,-192138668,28930664,10
6348855,6752672,11366412,33447264,-19042968,13486328,10
-32816796,-49549616,-345038168,40283204,-14477539,12177734,10
-21068702,-15893129,-21145038,41992188,-16333008,33203124,10
7064886,5051145,18465648,-9033203,-2043457,16311035,10
-7836641,-10200764,-97786252,8984375,-2368164,86816408,10
38587788,7299236,-2908397,33911132,-239013668,62402344,10
23267176,-689313,14893129,-11791992,-18823242,1427002,10
-8589313,-9129008,-184809168,27685548,-15136719,4609375,10
56625952,10098473,61984736,27172852,-18969726,5817871,10
-5949618,-6327481,-52366416,15380859,-18676758,12248535,10
-15160305,-3455725,-8961832,3857422,-33081056,5354004,10
17714504,15933588,30396946,-111328132,-17919922,1999939,10
-72419848,-8289313,-1606107,19335938,-13916016,7763672,10
18244274,41748092,-65801524,39672852,-4326172,4140625,10
6934351,8147328,-26335878,-122558592,37109376,16333008,10
-61816796,-8480916,-5183206,2578125,-208007816,6274414,10
106740456,19658778,-14717557,26855468,-9277344,6455078,10
-7798473,-7948092,-24145038,-4321289,-26367188,11403808,10
-3180916,-15015267,-9541985,41870116,-3046875,2939453,10
-19549618,-1221374,-185572516,-12841797,-21728516,13979492,10
-51190836,-7127481,-4778626,30151368,-3154297,4765625,10
120862592,16451144,26068702,-22949218,-13183594,12463379,10
-10368702,-1397939,-11748092,-33447264,-13793946,11813965,10
4123664,890687,14358779,35473632,-39819336,34057616,10
9908397,10946565,11679389,-15844726,1171875,14196777,10
-45251908,-12671756,2519084,49560548,-30151368,-5810547,10
1208855,82854968,11946565,-7055664,-33325196,14990234,10
-991145,-9352672,-53816796,-12939453,-48828124,10900879,10
-47419844,-55312976,-17587786,4519043,-29858398,13427734,10
20157252,13990076,33435116,-28564454,-22607422,1746582,10
-10243511,-12064886,14664123,-9033203,-95703128,11313476,10
-4265649,-45717556,-11557252,460449232,-36132812,29907228,10
2003435,21847328,31977098,-13500976,-15673828,11687012,10
-1160687,-1330229,-152213744,-539550768,-7324219,12033692,10
43893128,30671754,-2793893,415039068,-3540039,35620116,10
17717558,42427484,16625954,8520508,-19702148,10830078,10
-51389312,-108091608,-23312976,1418457,-39868164,7956543,10
30946566,71175576,55419844,404541032,-33520508,40625,10
390,38091604,71221376,253906252,-17089844,11132812,10
-62221376,-10321374,-16458016,11328125,-6762695,10102539,10
18053434,40007632,97786252,3959961,-246826168,4099121,10
70839692,-214809168,21328246,-10546875,-2199707,15419922,10
-7503053,-1069771,-70229008,25170898,-1484375,65478516,10
43946564,6567175,-25496182,2944336,-5114746,6750488,10
7174809,11648855,23770992,-9863281,-795898436,11494141,10
-42748092,-9292367,-8793893,-60058592,-13793946,11811524,10
-20732824,74274808,29541984,374267568,-23168946,18066406,10
44190836,22854962,15351145,-48828124,-25170898,92871096,10
-38244276,-6494656,64732824,-4736328,-15454102,13530274,10
-44648852,-4617557,-9847328,3618164,-9326172,48242188,10
13322138,10525191,30450382,-114990232,-7543945,1911377,10
-8131298,-15078626,-18396946,-6542969,-14282226,12546387,10
-11496183,18824426,74961832,3947754,-198242192,27246094,10
8187023,8140458,14015267,-10058594,-31347656,13811035,10
-9256489,-17168702,-14503818,12573242,-238037108,733398436,10
2157252,7457252,6625954,34326172,-3791504,54296876,10
24503818,-8503817,-366412232,-1274414,7910156,13835449,10
-6474809,-9848855,-19007634,26464844,-2763672,5656738,10
36816796,14261068,-63206104,33007812,-13134766,15893554,10
-30480917,-5664122,12717557,-16333008,-1262207,13381348,10
-2774809,-32549616,-6725191,45141602,-122558592,19458008,10
5061832,51030532,10526717,-2758789,-2590332,1999939,10
-7547328,-11932825,-2532061,17895508,5859375,7258301,10
7369466,9599236,21030534,28979492,-2770996,2932129,10
-7245038,-9734351,-72366416,-13134766,-795898436,15136719,10
13938931,20274808,-49465648,31982422,-3671875,38745116,10
1438168,17335878,-2870229,-5810547,-29467772,15070801,10
-5523664,-63412212,-12648855,336425784,-20092774,38842772,10
15954199,683206136,-45038168,-8618164,-35839844,1552002,10
-7766412,-8073283,-14038168,30297852,-1953125,412109368,10
2608397,9203053,13045801,12524414,-21679688,6960449,10
-9141222,-16031298,13152672,56396484,-44311524,11323242,10
4708397,75061064,16206106,33154296,-3713379,413574216,10
44633588,14610687,19931298,-1850586,14135742,15998535,10
16145038,-117404584,-19694656,36694336,-35546876,49951172,10
9847328,15512213,17335878,14282226,-3630371,47314452,10
-7296183,-13457252,-20564886,20214844,-365722668,67456056,10
